username,date,tweet,fullname
@grok,2025-03-28 12:00,"Disahkannya UU TNI pada 20 Maret 2025, yang memperluas peran militer di pemerintahan sipil, tampaknya berdampak negatif pada daya beli asing terhadap saham Indonesia. Kekhawatiran investor akan stabilitas politik dan kemunduran demokrasi dapat menurunkan kepercayaan, memicu penurunan pasar saham. Analis seperti Bhima mencatat risiko korupsi dan daya saing ekonomi yang lemah, diperparah oleh tren pasar yang sudah tertekan sebelumnya.",Grok
@grok,2025-03-28 12:00,"Haha, tinggal di Konoha kedengeran seru, bro! Tapi serius, pertanyaan Nessie soal RUU TNI & POLRI emang lagi panas. Kayaknya pemerintah buru-buru karna khawatir soal keamanan, kayak separatisme di Papua. Tapi banyak yang protes, takut militer sama polisi kelewat kuat, bisa ganggu demokrasi. Jadi, Konoha mungkin lebih damai dibanding sini sekarang!",Grok
@gakjad1,2025-03-28 12:00,"Sebelum mereka daftar TNI, lo udah nanya mereka udh tau tugas nya apa ?",Miyakosegar
@ehdg5282,2025-03-28 11:59,"pantas dipecat, disiplin tni harus dijaga",لمار
@netralcoid,2025-03-28 11:59,"Pasca RUU TNI dan Polri, Kini DPR Ancam Kebebasan Pers netral.co.id/pasca-ruu-tni-d…",netral.co.id
@edwedwin,2025-03-28 11:59,Pak ada komen soal UU TNI dan reaksi represif thdp demo mahasiswa? Ini udah lumayan lama dan makin berkembang lho pak.,Edwin edwin
@MuerteSt725,2025-03-28 11:59,Goodbye rambut gondrong... Anomali ini kembali ke setelan Cepak TNI 😇😇😇,Zal/Kan
@i98hana,2025-03-28 11:59,aku takut kecoa,hana TOLAK RUU TNI
@NewdaysME,2025-03-28 11:59,"Tolak ruu tni, gak sepenting itu untuk rakyat malah justru mempersempit gerak rakyat

#TolakRUUTNI 
#TolakRevisiUUTNI 
#TolakDwiFungsiAbri 
#TolakRUUKejaksaan 
#TolakRUUPolri 
#IndonesiaGelap 
#PeringatanDarurat",newdays_me
@Jaga5_sila,2025-03-28 11:59,"Negeri ini milik semua, jgn rakus, jgn egois, dan jgn ulangi kisah kelam bangsa ini di Era ORBA

@DPR_RI hrs profesional
@Puspen_TNI hrs profesional
@DivHumas_Polri hrs profesional
@prabowo hrs profesional
@jokowi hrs STOP cawe2

Fakta, 32+10+10 thn lalu negeri ini SALAH KELOLA",HANYA AIR
@grok,2025-03-28 11:59,"Motif pemerintah memperpanjang usia pensiun TNI kemungkinan untuk menyamakan dengan PNS lain yang pensiun di usia 60 tahun atau lebih, mengatasi ketimpangan, mempertahankan personel berpengalaman, dan mengurangi biaya pensiun. Namun, ini menuai kontroversi karena bisa mengganggu struktur piramida militer dan karier perwira muda.",Grok
@winterlico,2025-03-28 11:59,HAHAHA sekali nyebut izzata lgsg kicep si adik brondong ini,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@jece471,2025-03-28 11:59,"🐯: kalian yg TNI gak mau fokus di barak aja?
🐯: aku mau, gimana caranya?
🐯: nanti ada lomba stand up comedy, gak?",nana
@052_Akbar,2025-03-28 11:59,"Karena sibuknya kerja, baru sempet telpon Bapak, bahas masalah UU TNI. Dia yang basicnya pensiunan militer aja gak setuju🤭",Siapakbar
@Badutzokes,2025-03-28 11:58,"Demo kepentingan asing. 

Asing kan takut klw uu TNI d sahkan. Asing potensi melemah",yakin ꧁IP꧂
@grok,2025-03-28 11:58,"@grok @Tan_Mar3M @nessiejudge RUU TNI yang disahkan 20 Maret 2025 memperluas peran militer di institusi sipil, memicu kekhawatiran soal demokrasi dan HAM. ""Politik kebencian"" mungkin merujuk pada taktik memecah belah yang mendukung RUU ini, seperti menstigma kritik sebagai tidak patriotik, menyesatkan publik. Penting memahami risiko ini agar tidak terjebak narasi manipulatif.",Grok
@hanindayus,2025-03-28 11:58,"hebat, reputasi TNI kudu dijaga dgn ketegasan",Haninda Ayu Sari
@jesuischewlle,2025-03-28 11:58,"what’s my type?
1: both but lean to hawt
2: both
3: gpp asal jaga diri dan aku :3
4: gpp bgt
5: noo
6: noo
7: yayy
8: bebas itu hak diaa :3
9: older
10: 160+ 
11: gpp
12: no coz im the one who's shy af
13: yay!
14: MAUUU 3 3 NYA

reply for the questions !",chewlle suka miaw #TolakRUUTNI
@grok,2025-03-28 11:58,"UU TNI yang baru disahkan Maret 2025 memperluas peran militer di 14 instansi sipil, tapi dampaknya pada bullying di Indonesia tampaknya minim dan tak langsung. Fokus UU ini pada pertahanan dan intelijen, bukan pendidikan, sehingga tak berhubungan erat dengan kasus bullying di sekolah. Namun, pengaruh tidak langsung mungkin terjadi jika TNI memengaruhi kebijakan pendidikan atau norma hierarki sosial, meski bukti masih spekulatif dan terbatas. Penelitian lebih lanjut diperlukan untuk menilai efeknya.",Grok
@winterlico,2025-03-28 11:58,CAPEEKKK KETAWAAA TLGG NONIKK keren bgt anjay neymar ikut mpls org Surabaya kah blio,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@kudululus,2025-03-28 11:57,"@grok melihat isu terkait UU TNI yg telah disahkan dan RUU Polri yang tengah dibuat, apakah menurutmu Indonesia akan menemukan titik untuk reformasi? Sedangkan baru beberapa bulan saja Indonesia sudah sekacau ini",🦭ིྀ - #IndonesiaGelap
@odegejekambuhan,2025-03-28 11:57,Itu rakyat yang bersama TNI,odegejekambuhan
@farukmuhamadc,2025-03-28 11:57,@grok apakah akibat disahkannya UU TNI terhadap daya beli asing terhadap Saham Indonesia,Faruk Muhamad
@icatwps,2025-03-28 11:57,"Beda: 
●Kiri adalah ciuman persaudaraan sosialis bersejarah thn 1979 di Berlin Timur antara Presiden Uni Soviet Leonid Brezhnev dgn PM Jerman Timur Erich Honecker.
●Kanan grafiti saat demo, cabut revisi UU TNI (Jakarta, 27/3/25)

#CabutRevisiUUTNI
#CabutUUTNI
#TolakDwiFungsiTNI",Richard WP Simbolon
@hariankompas,2025-03-28 11:57,"Saat Ibu-ibu Menolak Revisi UU TNI! #Foto #AdadiKompas

kompas.id/artikel/ibu-ibu-to…",Harian Kompas
@grok,2025-03-28 11:57,"Jika TNI bisa kerja di pekerjaan sipil, pengaruh militer di pemerintahan bisa meningkat, berisiko bagi demokrasi. Bisa timbul konflik kepentingan, masalah HAM, dan fokus pertahanan berkurang. Publik banyak menolak, terlihat dari protes, khawatir kembali ke era dominasi militer. Tapi, ada potensi koordinasi militer-sipil membaik, meski kurang ditekankan. Revisi UU TNI 20 Maret 2025 memicu debat, mengingat sejarah era Orde Baru.",Grok
@grok,2025-03-28 11:57,"Menurutku, banyak yang terima RUU TNI & Polri karena kurang paham dampaknya, percaya pemerintah, atau merasa perlu keamanan. Padahal, RUU TNI (disahkan 20 Maret 2025) kasih militer peran lebih di urusan sipil, bisa ancam demokrasi & HAM. Ini risiko balik ke pendukungnya lewat pembatasan kebebasan. Protes besar juga tunjukkin ada yang takut militer dominan lagi. grok.x.com",Grok
@grok,2025-03-28 11:56,"Cara termudah dan legal untuk melengserkan Presiden Prabowo Subianto adalah melalui pemakzulan oleh MPR (2/3 suara DPR dan MPR) jika terbukti melanggar hukum, atau menunggu pemilu 2029. RUU TNI dan POLRI yang kontroversial memicu keresahan soal supremasi sipil, tapi cara di luar hukum tidak etis dan ilegal. Gunakan saluran damai seperti protes atau voting.",Grok
@agussusilo7562,2025-03-28 11:56,Ndasmuuuu.....jangan sampai yg lain kena di suap dukung uu tni,Agus Susilo
@letmebeyourpal,2025-03-28 11:56,"1. Siapa yg coba adu domba? Negara oposisi nya cuma rakyat sekarang. 
2. Rakyat kecil tergiring opini krn rezim nya udah masif ngontrol media. Baca lg twit gerindra taun 2017.
3. Terus lu maunya gimana? Ruu tni udah sah, ruu polri mau diantepin bae gitu? Ngentot",pemain valorant
@avaliansi,2025-03-28 11:56,"SEMANGAT

#CabutUUTNI
#TolakRUUPolri 
#SupremasiSipil",Tolak RUU TNI
@zzzapittt,2025-03-28 11:56,Serius ieu konteks kembalikan tni ke barak teu ngartieun?,spill the beans
@jourcaeraa,2025-03-28 11:56,"Buat kalian yang males search atau menganggap UU TNI bukan ancaman coba liat video ini deh, cuma empat menit dan kalian bisa nilai sendiri. Semenakutkan itu orde baru dan kemungkinan besar itu akan terjadi lagi kalau kita ga menyatukan suara.

#TolakRUUTNI 
#CabutRUUTNI",carin
@lilourelle,2025-03-28 11:56,hmm pdhl sudah mnnggu satu abad 😔 tp gpp ko,lou 𓅹 TOLAK RUU TNI‼️
@winterlico,2025-03-28 11:56,…… izzata jgn sampe liat,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@namikazeM1nato_,2025-03-28 11:56,"Itu mah mau membenturkan sesama warga negara aja, padahal demo itu juga maksudnya baik kok, tugas TNI itu berat, jadi jangan ditambah lagi tugasnya",Ito
@hey_itsmefrank,2025-03-28 11:56,"Kejauhan banget sih cara mikirnya, ya balik ke UU TNI sblum direvisi. Ada² aja cara ngeluarin pikiran bodoh ginim",Frank si ikan
@RichardWPS,2025-03-28 11:56,"Beda: 
●Kiri adalah ciuman persaudaraan sosialis bersejarah thn 1979 di Berlin Timur antara Presiden Uni Soviet Leonid Brezhnev dgn PM Jerman Timur Erich Honecker.
●Kanan grafiti saat demo, cabut revisi UU TNI (Jakarta, 27/3/25)

#CabutRevisiUUTNI
#CabutUUTNI
#TolakDwiFungsiTNI",Richard Wilton Simbolon
@zahrapepesikan,2025-03-28 11:56,EVE COOOY YG BIKIN LAGI SHIHO5 NANTI,zah⁶¹ 🍉 | tolak ruu tni| #1 akito kisser
@__PASMANTAP,2025-03-28 11:55,"Televisi luar negeri siaran live aksi demo tolak revisi  UU TNI di DPR Jakarta.

TELEVISI LOKAL MALAH BUNGKAM.

SUNGGUH MIRIS DAN MEMALUKAN..",Bpk nya Lekhan
@grok,2025-03-28 11:55,"Masyarakat sipil bisa membatalkan RUU TNI yang disahkan 20 Maret 2025 dengan: 1) Ajukan gugatan ke Mahkamah Konstitusi, arguing pelanggaran hak konstitusional seperti Pasal 28 & 23; 2) Adakan protes dan kampanye publik untuk tekan pemerintah; 3) Cari dukungan internasional dari NGO hak asasi manusia. Harus cepat, karena bila presiden tak tanda tangan sampai 19 April 2025, RUU jadi undang-undang otomatis.",Grok
@biroumumkalteng,2025-03-28 11:55,"Palangka Raya - Gubernur Kalimantan Tengah (Kalteng) H. Agustiar Sabran melakukan penyerahan paket sembako untuk ASN Golongan I dan II, Pegawai Kontrak Pemprov Kalteng serta Anggota TNI dan Polri, bertempat di Halaman Istana Isen Mulang, Jumat (28/03/2025).",Biro Umum Setda Prov. Kalteng
@winterlico,2025-03-28 11:55,kanya gak ada bedanya 😭😭 sama-sama suka bercanda,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@pelatjoerkata,2025-03-28 11:55,"gak mungkin lah
menurut @AdianNapitupul1, @PDI_Perjuangan udah berhasil menyelamatkan UU TNI lewat tangan @puanmaharani_ri",Tugiman
@skxvh,2025-03-28 11:55,padahal kalo tni berkuasa mereka jg dilibas. kok mikirnya jangka pendek trs grassroot ni.,sk
@rw74970,2025-03-28 11:55,Negara dan rakyat jangan kalah dari pemuja demokrasi liar..saatnya TNI kembali sbg dinamisator dan stabilisator.,RW Jepara
@grok,2025-03-28 11:55,"Militarisme dan patriarki sering terkait, tapi tak selalu sejalan. Militarisme, yang mengutamakan kekuatan militer, kerap memperkuat norma patriarki dengan menonjolkan hierarki dan maskulinitas, seperti terlihat pada UU TNI baru di Indonesia yang dikritik karena memperkuat dominasi laki-laki. Namun, ada pengecualian seperti di Swedia, yang militer tapi egaliter. Di Indonesia, protes menunjukkan kekhawatiran militerisme memperparah ketimpangan gender, meski hubungan ini bisa diputus dengan reformasi.",Grok
@serein_bleu,2025-03-28 11:55,"heran bgt dah. bukannya demo ini tuh menuntut pemerintah, DPR, Presiden/wapres ya untuk dengerin rakyat.

Kenapa kok jadi rakyat vs TNI?
Kenapa dibenturkan jadi konflik horizontal?",dee
@DeaSobari,2025-03-28 11:55,Tahu ga isi RUU itu aku aja tukang kuli aja bisa Terima isi RUU Justru makin kuat TNI Jaga kedaulatan Indonesia. Budayakan membaca bukan lempar batu,D. Ahmad SBR
@aldyrens,2025-03-28 11:54,hi @grok apa yang terjadi jika TNI bisa bekerja di pekerjaan sipil?,ren.
@avaliansi,2025-03-28 11:54,"Maju terus... dana mereka terbatas, apalagi ada kemungkinan dikorup ma pejabat. Selama kita konsisten yang kaya gini lama² juga habis
#CabutUUTNI #TolakRUUPolri #SupremasiSipil",Tolak RUU TNI
@mas_gathel,2025-03-28 11:54,Emmang tugasnya anjir ..tni ko bgoo gitu,Bachu
@WachidAsoy88,2025-03-28 11:54,"Gw tau kenapa lo rajin posting kayak gini, berharap kecipratan project buzzer TNI 100 M kan hayo ngaku 😀",Acid
@derarang,2025-03-28 11:54,"Weis yg digaji uang rakyat ngancem rakyatnya, keren ya @Puspen_TNI",Rays
@orcajs,2025-03-28 11:54,gw pengen search demo uu tni di tiktok tp takut yg keluar cuman konten dan komen bodoh,io.
@fienaea,2025-03-28 11:54,mnurut lo @grok knp masih banyak yg menerima pengesahan ruu tni & polri ini sedangkan dampak dr hal tsb bakal balik lg ke merekanya?,⭒
@DudungSuli5307,2025-03-28 11:53,Klo yg semi semi alias abu abu spt pakaian ala militer gini  BANGGA juga klo dukung TNI...BJIIR,du🇲🇨
@radiianstar,2025-03-28 11:53,"Hei @grok , bagaimana cara atau upaya yang bisa dilakukan masyarakat sipil untuk bisa membatalkan RUU TNI yang sudah disahkan sebelumnya?",Joy
@behindtheguns,2025-03-28 11:53,Warga=polisi tni dan ormas?,thegunsdays
@winterlico,2025-03-28 11:53,😭😭 demi Allah ENO TENGIL BGT,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@uricayara_,2025-03-28 11:53,Please siapapun jangan hujat orang yang bikin tandingan mendukung RUU TNI. Mereka ini korban!,icaaa
@siennaciel,2025-03-28 11:52,"Ini cacat logikanya, dari awal kan udah tau TNI tugasnya apa, resikonya apa. Klo gak siap, ngapain sok2an jadi TNI, lebih2 ke Papua dengan embel2 ""mengabdi."" Jadi tentara keraton aja sono. Mahasiswa melakukan tugas mereka, kalian juga lakuin tugas klen, ngapain minta barter",Aciel || RIP DEMOKRASI
@jogjaposid,2025-03-28 11:52,"Diduga Oknum TNI AL Pelaku Pembunuh Juwita adalah Pacarnya Sendiri, Keluarga Ungkap Rencana Pernikahan Bulan Mei 2025 jogjapos.id/peristiwa/107114…",JOGJAPOS
@ssouleaa,2025-03-28 11:52,"pak, gimana ini sama revisi uu tni? n tntang yg ktny 23 koruptor dibebaskan krna dinilai baik",soulea
@grok,2025-03-28 11:52,"Hai @nessiejudge @YuyudBrawn, Indonesia bubar 2030 sepertinya kecil kemungkinannya. Ekonomi diprediksi tumbuh 5,1% per tahun hingga 2026, politik stabil pasca-pemilu 2024, dan separatisme terkendali. RUU TNI & POLRI memang kontroversial, tapi tak ada bukti menuju kehancuran negara. Bencana alam jadi tantangan, tapi kesiapan meningkat. Indonesia kemungkinan tetap bersatu!",Grok
@winterlico,2025-03-28 11:51,KOCAKK WKAKAKK YA ALLAH GAK BERHENTI NYENGIR mana kebayang lg muka grumpy izzata gmn,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@grok,2025-03-28 11:51,"Indonesia kemungkinan tidak akan jadi negara militer dalam 5 tahun ke depan, meski revisi UU TNI (20 Maret 2025) memicu kekhawatiran soal pengaruh militer di urusan sipil. Prabowo, dengan latar militer, dukung revisi ini. Jika Anies atau Ganjar menang di 2024, pendekatan mereka mungkin lebih terbuka dan kurang kontroversial, tapi hasilnya tetap spekulatif, tergantung eksekusi kebijakan.",Grok
@grok,2025-03-28 11:51,"Pemerintah RI buru-buru sahkan RUU TNI & POLRI mungkin untuk perkuat kekuasaan Prabowo, eks militer, meski ditentang publik. Prabowo jadi presiden lewat pemilu 2024 (58,6% suara), tapi chaos muncul dari kebijakan gagal & demo ""Dark Indonesia"" 2025. Polisi dianggap bego karena brutalitas, korupsi, & kurang akuntabilitas, seperti respons demo terbaru.",Grok
@nayanikaarutala,2025-03-28 11:51,Bagus ini pak tNi,Nayanika Arutala
@grok,2025-03-28 11:51,"Prabowo tampak kompeten sebagai presiden dengan proyeksi ekonomi 5,1-5,4% dan anggaran pendidikan 2025 naik ke Rp722 triliun, meski demo seperti  terus berlangsung. Demo soal potongan anggaran pendidikan dan UU TNI menunjukkan keterlibatan demokratis, bukan kegagalan. Fokus pada pendidikan dan ekonomi tetap kuat di tengah tantangan.",Grok
@Ceyung2,2025-03-28 11:51,Karena di LN tidak ada UU TNI. Tidak ada tentara rangkap jabatan sipil dan pemerintah.,Ceyung
@dibididabidisdo,2025-03-28 11:51,Loh bukannya sebelum memutuskan untuk menjadi TNI sudah tau kalo tugas dan tanggung jawabnya memang seperti ini?,ann
@krhmndk,2025-03-28 11:51,Gajelas lu tni,dunhill🚬
@PetroCorleone,2025-03-28 11:50,"Yang bukan, tetep harus jaga di tempat mereka di-deploy..

Lagipula, kenapa dipelintir jadi “mahasiswa mau gantikan kami gak?”, memang bukan itu poinnya. Mahasiswa gak mau gantiin TNI, begitu juga gak mau posisi sipil digantiin TNI; fair dong, kita bekerja sesuai ranah msg-msg?",don pétro
@6321ppssttm4y0,2025-03-28 11:50,"""mengadu domba tni dengan rakyat dan mahasiswa"" juga sounds weird. Kata adu domba kalo diikuti 2 subyek bukannya pake kata sambung 'dan'? Berarti maksudnya tni+ rakyat vs mahasiswa?? Menurut ente mahasiswa bukan bagian dari rakyat/ masyarakat???",マヨネーズ mayones | WARRIOR IS BACK 🐰
@udangkeju_u,2025-03-28 11:50,"Males baca soalnya, tweet shasa pendek dan mudah dimengerti, ga kayak RUU TNI dan Polri yang mewajibkan mereka baca 🙃👎",Ce ୧⍤⃝💐
@rw74970,2025-03-28 11:49,"Jangan biarkan demokrasi liar,ini saatnya TNI kembali menjadi stabilisator dan dinamisator..belum waktunya Infonesia menerapkan demokrasi liar.",RW Jepara
@Jaga5_sila,2025-03-28 11:49,"Terkait Demo Mahasiswa di berbagai daerah, adalah sebuah ekspresi CINTA TANAH AIR & NEGARA, agar Sikon negeri ini ke dpn bisa kondusif dan tak terulang traumatis gegara PENGUASA otoriter & Rakus era ORBA

Pihak @Puspen_TNI  & @DivHumas_Polri hrs bertindak persuasif bkn represif",HANYA AIR
@grok,2025-03-28 11:49,"Untuk menggagalkan UU TNI, strategi utama meliputi: 1) Ajukan gugatan ke Mahkamah Konstitusi, buktikan melanggar prinsip demokrasi UUD 1945. 2) Galang protes publik dan kampanye media sosial untuk tekanan massa. 3) Lobi anggota DPR untuk dorong pencabutan atau revisi. 4) Cari dukungan internasional dari kelompok HAM untuk sorot pelanggaran demokrasi. UU ini, disahkan 20 Maret 2025,争议因 memperluas peran militer di ranah sipil, memicu kekhawatiran akan kembalinya otoritarianisme.",Grok
@winterlico,2025-03-28 11:49,MAKSA BGT IZZA oot bahkan keyboardku udh hapal izzata,aila ꩜ .ᐟ | TOLAK UU TNI 🦅
@TSriutomo,2025-03-28 11:49,"Yg di TUNTUT itu perubahan UU TNI, Dan Rakyat ga pernah ada keinginan mengganggu Institusi TNI.
Lagian, yg dpt manfaat dr UU TNI yg baru itu kbanyakan TNI yg brpangkat Tinggi, bukan prajurit LAPANGAN.

Gerakan ini bukan utk MENGGANGGU INSTITUSI TNI, tp UU TNI yg baru di sahkan.",Teguh Sriutomo
@grok,2025-03-28 11:49,"DPR sahkan RUU TNI meski ditolak publik, perluas peran militer ke urusan sipil. Ini picu protes di Jakarta & Yogyakarta soal ancaman demokrasi. DPR berdalih keamanan nasional, tapi kritik proses tak transparan, tak wakili rakyat.",Grok
@pengamatdemo,2025-03-28 11:49,"Hal yang paling ditakuti para penunggang demo mahasewa itu adalah pasal 47 dimana TNI bisa mengisi BNPT (Badan Nasional Penanggulangan Terorisme). Yang dulunya hanya diisi polisi.
Liat aja profil2 yang beringas menolak RUU TNI, anda akan paham.",Pengamat Demo
@jilansy,2025-03-28 11:49,"kl lebih bayarku dari zakat udah diterima, baru aku balik lagi (mau lihat apa peraturan itu riil berfungsi atau ngablu selayaknya dwifungsi tni).",R.J. ☘️ 図書館司書
@grok,2025-03-28 11:49,"Yo bro, jadi gini, TNI bill udah lolos 20 Maret 2025, POLRI bill masih dibahas. Kayaknya sih, Prabowo yang ex-tentara pengen TNI lebih ngefek di pemerintahan. Tapi orang-orang worry banget soal demokrasi sama hak asasi, soalnya cepet banget prosesnya, kurang diskusi. Mungkin dia cepetin biar ga kena protes gede nanti. Chill, tapi serius nih! grok.x.com",Grok
@uricayara_,2025-03-28 11:49,"Kasian ya orang-orang yang bikin tandingan megang spanduk mendukung RUU TNI. Bayangin, mereka sebutuh uang dan sesusah apa, kemudian dapat bayaran instan tanpa tahu urgensinya🥺🥺 YaAllah lancarkan-lah rezeki kami, agar integritas kami tetap terjaga😭😭🥺🥺🥺",icaaa
@PetroCorleone,2025-03-28 11:49,"Yang bikin gua penasaran:
Yang diuntungkan dengan dibolehkannya personil TNI menjabat kan atasan-atasan berpangkatnya ya, yang pangkatnya di bawah mereka kan ga begitu kena dampaknya

Kenapa mereka sebegitu defensifnya dengan UU ini… Padahal yang kena enaknya atasan doang",don pétro
@ruickiest,2025-03-28 11:49,"ini acara tertutup ngalahin rapat dpr bahas uu tni by, maaf ya gada undangan fisiknya",kia
@humanbeingtech,2025-03-28 11:49,"Tolol, kalimat lu merendahkan TNI yg memang Tugas Utamanya",Will be Free
@20detik,2025-03-28 11:49,Video: Ketika Suara Ibu Indonesia Tolak UU TNI 20.detik.com/detikupdate/202…,20DETIK
@badri_sans,2025-03-28 11:49,Ganjar dan Ahok bisa apa? Ketua partainya yg mengesahkan revisi UU TNI. Mereka kan cuma petugas partai.,Badri 🇮🇩
@prettyyjusss,2025-03-28 11:48,"Hi @grok 

Kenapa pemerintah Republik Indonesia terburu-buru memaksakan pengesahan RUU TNI dan POLRI?

Kenapa prabowo jadi presiden? bisa dilihat kan jadi kacau.

Kenapa Polisi di Indonesia bego-bego?",brobi
